using heldout data set: /scratch/cluster/ianyen/data/multilabel/rcv1_regions.subtest.1k
D=47237
K=226
N=20835
d=75.9802
r=6
i=0, a_nnz=1.98603, ever_a_nnz=1.98603, b_nnz=2.33031, uni_search=0.591852, uni_subSolve=0.219686, uni_maintain_time=0.0472943, bi_search=0.0362608, bi_subSolve=0.023715, bi_maintain_time=0.014207, admm_maintain=0.032143, area4=1.00442, infea=928.385, d_obj=-3232.14, overall time=1.35957
i=167, a_nnz=13.5413, ever_a_nnz=17.8651, b_nnz=331.022, uni_search=4.75176, uni_subSolve=1.79965, uni_maintain_time=0.140407, bi_search=1.50255, bi_subSolve=1.75086, bi_maintain_time=0.450376, admm_maintain=1.91808, area4=1.21377, infea=549.921, d_obj=2572.59, overall time=1803.22
i=168, a_nnz=13.5614, ever_a_nnz=17.8985, b_nnz=332.852, uni_search=6.05629, uni_subSolve=2.12542, uni_maintain_time=0.147106, bi_search=1.92926, bi_subSolve=2.39808, bi_maintain_time=0.566503, admm_maintain=2.41692, area4=1.20456, infea=551.397, d_obj=2530.37, overall time=1820.95
i=169, a_nnz=13.5769, ever_a_nnz=17.9291, b_nnz=334.53, uni_search=6.07407, uni_subSolve=2.15703, uni_maintain_time=0.149245, bi_search=2.32016, bi_subSolve=2.82215, bi_maintain_time=0.674832, admm_maintain=2.70504, area4=1.20638, infea=550.201, d_obj=2470.85, overall time=1840.72
i=170, a_nnz=13.5976, ever_a_nnz=17.9622, b_nnz=336.341, uni_search=7.77966, uni_subSolve=2.82437, uni_maintain_time=0.162838, bi_search=2.5561, bi_subSolve=3.15677, bi_maintain_time=0.705749, admm_maintain=3.26038, area4=1.22654, infea=541.447, d_obj=2409.52, overall time=1864.05
i=171, a_nnz=13.6156, ever_a_nnz=17.9934, b_nnz=338.131, uni_search=7.81711, uni_subSolve=2.84042, uni_maintain_time=0.164386, bi_search=2.57764, bi_subSolve=3.18774, bi_maintain_time=0.71454, admm_maintain=3.26412, area4=1.21195, infea=540.772, d_obj=2360.9, overall time=1887.57
i=172, a_nnz=13.6336, ever_a_nnz=18.0246, b_nnz=339.917, uni_search=7.87077, uni_subSolve=2.86793, uni_maintain_time=0.164955, bi_search=2.59984, bi_subSolve=3.21122, bi_maintain_time=0.723668, admm_maintain=3.26511, area4=1.22299, infea=539.942, d_obj=2316.1, overall time=1911.18
i=173, a_nnz=13.6517, ever_a_nnz=18.0568, b_nnz=341.698, uni_search=6.03087, uni_subSolve=2.22286, uni_maintain_time=0.154614, bi_search=1.89668, bi_subSolve=2.2681, bi_maintain_time=0.581461, admm_maintain=2.35489, area4=1.21301, infea=539.61, d_obj=2226.98, overall time=1928.79
i=174, a_nnz=13.6718, ever_a_nnz=18.0893, b_nnz=343.543, uni_search=5.58577, uni_subSolve=2.0558, uni_maintain_time=0.152459, bi_search=1.8907, bi_subSolve=2.24992, bi_maintain_time=0.577688, admm_maintain=2.34563, area4=1.21723, infea=541.733, d_obj=2173.88, overall time=1945.73
i=175, a_nnz=13.6863, ever_a_nnz=18.1211, b_nnz=345.371, uni_search=6.00525, uni_subSolve=2.20743, uni_maintain_time=0.155946, bi_search=2.64652, bi_subSolve=3.24633, bi_maintain_time=0.735526, admm_maintain=3.30653, area4=1.22894, infea=546.903, d_obj=2112.83, overall time=1967
i=176, a_nnz=13.7026, ever_a_nnz=18.1523, b_nnz=347.167, uni_search=7.97522, uni_subSolve=2.90179, uni_maintain_time=0.168031, bi_search=2.63093, bi_subSolve=3.2561, bi_maintain_time=0.732252, admm_maintain=3.34098, area4=1.21358, infea=544.209, d_obj=2054.14, overall time=1990.96
i=177, a_nnz=13.7167, ever_a_nnz=18.1846, b_nnz=349.032, uni_search=5.08077, uni_subSolve=1.95883, uni_maintain_time=0.144678, bi_search=1.4026, bi_subSolve=1.61679, bi_maintain_time=0.464244, admm_maintain=1.82069, area4=1.21214, infea=542.826, d_obj=1995.9, overall time=2005.02
i=178, a_nnz=13.7366, ever_a_nnz=18.2179, b_nnz=350.949, uni_search=4.13553, uni_subSolve=1.64823, uni_maintain_time=0.136468, bi_search=1.41794, bi_subSolve=1.62325, bi_maintain_time=0.465271, admm_maintain=1.83658, area4=1.22702, infea=545.67, d_obj=1951.45, overall time=2017.84
i=179, a_nnz=13.7566, ever_a_nnz=18.249, b_nnz=352.753, uni_search=4.145, uni_subSolve=1.65971, uni_maintain_time=0.136342, bi_search=1.41308, bi_subSolve=1.61957, bi_maintain_time=0.463024, admm_maintain=1.85502, area4=1.23211, infea=548.217, d_obj=1893.68, overall time=2030.71
i=180, a_nnz=13.7741, ever_a_nnz=18.2785, b_nnz=354.454, uni_search=4.14442, uni_subSolve=1.65697, uni_maintain_time=0.134811, bi_search=1.42908, bi_subSolve=1.63821, bi_maintain_time=0.471189, admm_maintain=1.84651, area4=1.23067, infea=542.006, d_obj=1866.19, overall time=2043.62
i=181, a_nnz=13.792, ever_a_nnz=18.3095, b_nnz=356.288, uni_search=4.15409, uni_subSolve=1.66245, uni_maintain_time=0.135864, bi_search=1.43458, bi_subSolve=1.64244, bi_maintain_time=0.472754, admm_maintain=1.85405, area4=1.22558, infea=543.859, d_obj=1816.92, overall time=2056.55
i=182, a_nnz=13.8108, ever_a_nnz=18.3415, b_nnz=358.13, uni_search=4.17251, uni_subSolve=1.67583, uni_maintain_time=0.136555, bi_search=1.42211, bi_subSolve=1.63387, bi_maintain_time=0.469169, admm_maintain=1.86917, area4=1.23633, infea=543.805, d_obj=1774.15, overall time=2069.5
i=183, a_nnz=13.8292, ever_a_nnz=18.3729, b_nnz=359.937, uni_search=4.15643, uni_subSolve=1.66664, uni_maintain_time=0.136821, bi_search=1.43216, bi_subSolve=1.64967, bi_maintain_time=0.47478, admm_maintain=1.85739, area4=1.23355, infea=541.924, d_obj=1714.46, overall time=2082.47
i=184, a_nnz=13.8449, ever_a_nnz=18.4033, b_nnz=361.679, uni_search=4.18597, uni_subSolve=1.68139, uni_maintain_time=0.136114, bi_search=1.44022, bi_subSolve=1.66019, bi_maintain_time=0.477419, admm_maintain=1.85973, area4=1.24286, infea=539.856, d_obj=1627.35, overall time=2095.49
i=185, a_nnz=13.8554, ever_a_nnz=18.4315, b_nnz=363.288, uni_search=4.21341, uni_subSolve=1.69253, uni_maintain_time=0.135517, bi_search=1.42888, bi_subSolve=1.65061, bi_maintain_time=0.47399, admm_maintain=1.893, area4=1.25121, infea=535.314, d_obj=1538.72, overall time=2108.59
i=186, a_nnz=13.8721, ever_a_nnz=18.4605, b_nnz=365.006, uni_search=7.02521, uni_subSolve=2.61165, uni_maintain_time=0.161104, bi_search=2.41155, bi_subSolve=2.97792, bi_maintain_time=0.732455, admm_maintain=2.88612, area4=1.23768, infea=534.161, d_obj=1423.7, overall time=2129.87
i=187, a_nnz=13.8858, ever_a_nnz=18.4921, b_nnz=366.904, uni_search=6.73004, uni_subSolve=2.43817, uni_maintain_time=0.16256, bi_search=2.26205, bi_subSolve=2.78498, bi_maintain_time=0.710428, admm_maintain=2.8994, area4=1.23326, infea=541.386, d_obj=1302.48, overall time=2150.07
i=188, a_nnz=13.9042, ever_a_nnz=18.5234, b_nnz=368.776, uni_search=5.13881, uni_subSolve=2.04466, uni_maintain_time=0.153337, bi_search=1.86854, bi_subSolve=2.1427, bi_maintain_time=0.571966, admm_maintain=2.34553, area4=1.23892, infea=539.956, d_obj=1195.19, overall time=2166.33
i=189, a_nnz=13.9226, ever_a_nnz=18.5531, b_nnz=370.533, uni_search=5.1881, uni_subSolve=2.05464, uni_maintain_time=0.153978, bi_search=1.88172, bi_subSolve=2.172, bi_maintain_time=0.575135, admm_maintain=2.37174, area4=1.22443, infea=537.252, d_obj=1101.49, overall time=2182.7
i=190, a_nnz=13.9402, ever_a_nnz=18.5836, b_nnz=372.385, uni_search=5.01729, uni_subSolve=1.94376, uni_maintain_time=0.142488, bi_search=1.75539, bi_subSolve=2.02517, bi_maintain_time=0.527074, admm_maintain=2.18144, area4=1.23969, infea=540.114, d_obj=1019.56, overall time=2198.24
i=191, a_nnz=13.9589, ever_a_nnz=18.6135, b_nnz=374.22, uni_search=4.99008, uni_subSolve=1.94327, uni_maintain_time=0.141986, bi_search=1.7661, bi_subSolve=2.03219, bi_maintain_time=0.528414, admm_maintain=2.16135, area4=1.25582, infea=540.311, d_obj=959.949, overall time=2213.7
i=192, a_nnz=13.9743, ever_a_nnz=18.6424, b_nnz=375.965, uni_search=5.0513, uni_subSolve=1.93385, uni_maintain_time=0.138013, bi_search=1.79932, bi_subSolve=2.07887, bi_maintain_time=0.542694, admm_maintain=2.27792, area4=1.26216, infea=538.373, d_obj=921.999, overall time=2229.54
i=193, a_nnz=13.9907, ever_a_nnz=18.6696, b_nnz=377.596, uni_search=5.2264, uni_subSolve=2.0982, uni_maintain_time=0.154074, bi_search=1.91382, bi_subSolve=2.20891, bi_maintain_time=0.600729, admm_maintain=2.40149, area4=1.23739, infea=534.988, d_obj=875.509, overall time=2246.17
i=194, a_nnz=14.0045, ever_a_nnz=18.6962, b_nnz=379.231, uni_search=5.24147, uni_subSolve=2.09647, uni_maintain_time=0.152813, bi_search=1.93954, bi_subSolve=2.20553, bi_maintain_time=0.589027, admm_maintain=2.42726, area4=1.242, infea=528.632, d_obj=806.532, overall time=2262.83
i=195, a_nnz=14.0197, ever_a_nnz=18.7261, b_nnz=381.08, uni_search=5.25302, uni_subSolve=2.11156, uni_maintain_time=0.155622, bi_search=1.9348, bi_subSolve=2.22424, bi_maintain_time=0.58934, admm_maintain=2.4225, area4=1.2444, infea=533.688, d_obj=742.401, overall time=2279.55
i=196, a_nnz=14.0321, ever_a_nnz=18.7542, b_nnz=382.801, uni_search=5.2386, uni_subSolve=2.11314, uni_maintain_time=0.154327, bi_search=1.93408, bi_subSolve=2.23302, bi_maintain_time=0.592604, admm_maintain=2.46547, area4=1.24603, infea=531.343, d_obj=670.313, overall time=2296.32
i=197, a_nnz=14.0506, ever_a_nnz=18.783, b_nnz=384.551, uni_search=5.06938, uni_subSolve=1.99981, uni_maintain_time=0.141834, bi_search=1.83844, bi_subSolve=2.10498, bi_maintain_time=0.559141, admm_maintain=2.33563, area4=1.23998, infea=533.718, d_obj=605.518, overall time=2312.26
i=198, a_nnz=14.0666, ever_a_nnz=18.8099, b_nnz=386.226, uni_search=5.04633, uni_subSolve=1.96259, uni_maintain_time=0.136812, bi_search=1.84585, bi_subSolve=2.11489, bi_maintain_time=0.560753, admm_maintain=2.3212, area4=1.23988, infea=531.046, d_obj=530.743, overall time=2328.16
i=199, a_nnz=14.0835, ever_a_nnz=18.8388, b_nnz=388.007, uni_search=5.07257, uni_subSolve=1.9676, uni_maintain_time=0.13738, bi_search=1.87822, bi_subSolve=2.13571, bi_maintain_time=0.552549, admm_maintain=2.47668, area4=1.24132, infea=533.767, d_obj=475.814, p_obj=22874.5.........., heldout Acc=0.997788, overall time=2344.44
i=200, a_nnz=14.096, ever_a_nnz=18.8657, b_nnz=389.677, uni_search=6.51638, uni_subSolve=2.46568, uni_maintain_time=0.155978, bi_search=2.44038, bi_subSolve=2.8484, bi_maintain_time=0.715793, admm_maintain=2.98323, area4=1.25563, infea=524.726, d_obj=409.028, overall time=2365.01
i=201, a_nnz=14.1116, ever_a_nnz=18.893, b_nnz=391.378, uni_search=6.5206, uni_subSolve=2.47086, uni_maintain_time=0.15679, bi_search=2.41059, bi_subSolve=2.82629, bi_maintain_time=0.706977, admm_maintain=2.95278, area4=1.24411, infea=528.495, d_obj=309.572, overall time=2385.52
i=202, a_nnz=14.1289, ever_a_nnz=18.9211, b_nnz=393.123, uni_search=6.50674, uni_subSolve=2.47465, uni_maintain_time=0.157559, bi_search=2.45024, bi_subSolve=2.86172, bi_maintain_time=0.712788, admm_maintain=2.98429, area4=1.24776, infea=526.792, d_obj=230.538, overall time=2406.11
i=203, a_nnz=14.1427, ever_a_nnz=18.9475, b_nnz=394.808, uni_search=6.51887, uni_subSolve=2.48278, uni_maintain_time=0.156792, bi_search=2.50351, bi_subSolve=2.91238, bi_maintain_time=0.726525, admm_maintain=3.05078, area4=1.26033, infea=525.998, d_obj=159.501, overall time=2426.96
i=204, a_nnz=14.1557, ever_a_nnz=18.9747, b_nnz=396.501, uni_search=6.54685, uni_subSolve=2.49905, uni_maintain_time=0.157556, bi_search=2.45799, bi_subSolve=2.87646, bi_maintain_time=0.723418, admm_maintain=3.03723, area4=1.25678, infea=529.096, d_obj=103.291, overall time=2447.77
i=205, a_nnz=14.1683, ever_a_nnz=19.0019, b_nnz=398.239, uni_search=6.57113, uni_subSolve=2.50254, uni_maintain_time=0.158779, bi_search=2.49022, bi_subSolve=2.90338, bi_maintain_time=0.727651, admm_maintain=3.02586, area4=1.2588, infea=526.799, d_obj=37.3368, overall time=2468.63
i=206, a_nnz=14.1848, ever_a_nnz=19.0315, b_nnz=400.057, uni_search=6.58427, uni_subSolve=2.50786, uni_maintain_time=0.158872, bi_search=2.4675, bi_subSolve=2.89056, bi_maintain_time=0.728998, admm_maintain=3.02107, area4=1.25716, infea=532.153, d_obj=0.363316, overall time=2489.45
i=207, a_nnz=14.2006, ever_a_nnz=19.0577, b_nnz=401.734, uni_search=6.59868, uni_subSolve=2.5237, uni_maintain_time=0.158015, bi_search=2.5466, bi_subSolve=2.96445, bi_maintain_time=0.744782, admm_maintain=3.09113, area4=1.26436, infea=528.4, d_obj=-41.8618, overall time=2510.66
i=208, a_nnz=14.2174, ever_a_nnz=19.0862, b_nnz=403.54, uni_search=6.75318, uni_subSolve=2.59055, uni_maintain_time=0.160521, bi_search=2.59107, bi_subSolve=2.99444, bi_maintain_time=0.735129, admm_maintain=3.11684, area4=1.26868, infea=531.585, d_obj=-49.5695, overall time=2532.16
i=209, a_nnz=14.2342, ever_a_nnz=19.1131, b_nnz=405.282, uni_search=6.509, uni_subSolve=2.51455, uni_maintain_time=0.157826, bi_search=2.63067, bi_subSolve=3.0292, bi_maintain_time=0.7536, admm_maintain=3.19272, area4=1.26763, infea=533.788, d_obj=-69.6023, overall time=2553.6
i=210, a_nnz=14.2485, ever_a_nnz=19.1405, b_nnz=407.032, uni_search=6.7802, uni_subSolve=2.60202, uni_maintain_time=0.160091, bi_search=2.61912, bi_subSolve=3.0391, bi_maintain_time=0.751315, admm_maintain=3.17799, area4=1.26475, infea=530.845, d_obj=-98.3318, overall time=2575.33
i=211, a_nnz=14.2634, ever_a_nnz=19.1693, b_nnz=408.835, uni_search=6.63763, uni_subSolve=2.55931, uni_maintain_time=0.160267, bi_search=2.55931, bi_subSolve=2.96567, bi_maintain_time=0.756122, admm_maintain=3.10206, area4=1.27127, infea=532.148, d_obj=-96.1947, overall time=2596.65
i=212, a_nnz=14.2766, ever_a_nnz=19.1943, b_nnz=410.453, uni_search=6.74455, uni_subSolve=2.59095, uni_maintain_time=0.157133, bi_search=2.60979, bi_subSolve=3.01889, bi_maintain_time=0.764322, admm_maintain=3.14629, area4=1.25438, infea=523.567, d_obj=-113.424, overall time=2617.55
i=213, a_nnz=14.2881, ever_a_nnz=19.2183, b_nnz=412.035, uni_search=4.51804, uni_subSolve=1.87469, uni_maintain_time=0.138001, bi_search=1.70238, bi_subSolve=1.97288, bi_maintain_time=0.549038, admm_maintain=2.19395, area4=1.27243, infea=518.392, d_obj=-181.975, overall time=2632.36
i=214, a_nnz=14.3038, ever_a_nnz=19.2449, b_nnz=413.782, uni_search=4.63732, uni_subSolve=1.91942, uni_maintain_time=0.140441, bi_search=1.70231, bi_subSolve=1.97423, bi_maintain_time=0.54958, admm_maintain=2.20286, area4=1.27108, infea=521.439, d_obj=-254.661, overall time=2647.35
i=215, a_nnz=14.3175, ever_a_nnz=19.2705, b_nnz=415.456, uni_search=4.77583, uni_subSolve=1.97401, uni_maintain_time=0.141374, bi_search=1.70365, bi_subSolve=1.97426, bi_maintain_time=0.551599, admm_maintain=2.18049, area4=1.28049, infea=523.585, d_obj=-345.225, overall time=2662.58
i=216, a_nnz=14.3303, ever_a_nnz=19.2958, b_nnz=417.134, uni_search=5.23958, uni_subSolve=2.11367, uni_maintain_time=0.146478, bi_search=1.80065, bi_subSolve=2.07621, bi_maintain_time=0.579051, admm_maintain=2.29068, area4=1.29095, infea=524.556, d_obj=-441.738, overall time=2678.74
i=217, a_nnz=14.342, ever_a_nnz=19.3216, b_nnz=418.856, uni_search=4.73204, uni_subSolve=1.98894, uni_maintain_time=0.146006, bi_search=1.78749, bi_subSolve=2.0618, bi_maintain_time=0.580635, admm_maintain=2.30824, area4=1.26964, infea=528.312, d_obj=-505.408, overall time=2694.26
i=218, a_nnz=14.3561, ever_a_nnz=19.347, b_nnz=420.531, uni_search=4.69841, uni_subSolve=1.96785, uni_maintain_time=0.143245, bi_search=1.78549, bi_subSolve=2.06433, bi_maintain_time=0.573274, admm_maintain=2.22251, area4=1.2945, infea=524.786, d_obj=-547.045, overall time=2710.3
i=219, a_nnz=14.3701, ever_a_nnz=19.3718, b_nnz=422.131, uni_search=6.16985, uni_subSolve=2.22603, uni_maintain_time=0.133603, bi_search=2.02406, bi_subSolve=2.61676, bi_maintain_time=0.647508, admm_maintain=2.42152, area4=1.27511, infea=527.477, d_obj=-594.898, overall time=2728.78
i=220, a_nnz=14.3847, ever_a_nnz=19.3975, b_nnz=423.8, uni_search=6.34491, uni_subSolve=2.18792, uni_maintain_time=0.128885, bi_search=1.95528, bi_subSolve=2.57865, bi_maintain_time=0.647054, admm_maintain=2.6827, area4=1.28212, infea=527.311, d_obj=-641.23, overall time=2747.69
i=221, a_nnz=14.4013, ever_a_nnz=19.422, b_nnz=425.456, uni_search=6.20717, uni_subSolve=2.2131, uni_maintain_time=0.13198, bi_search=2.28478, bi_subSolve=2.91936, bi_maintain_time=0.715099, admm_maintain=2.86817, area4=1.28318, infea=520.807, d_obj=-728.819, overall time=2767.36
i=222, a_nnz=14.414, ever_a_nnz=19.4489, b_nnz=427.265, uni_search=6.71908, uni_subSolve=2.34647, uni_maintain_time=0.137453, bi_search=2.18541, bi_subSolve=2.84847, bi_maintain_time=0.702997, admm_maintain=2.95686, area4=1.28433, infea=525.717, d_obj=-782.357, overall time=2787.74
i=223, a_nnz=14.4238, ever_a_nnz=19.4733, b_nnz=428.867, uni_search=6.79341, uni_subSolve=2.38341, uni_maintain_time=0.137805, bi_search=2.17567, bi_subSolve=2.8443, bi_maintain_time=0.711463, admm_maintain=2.87292, area4=1.28491, infea=522.294, d_obj=-837.77, overall time=2808.06
i=224, a_nnz=14.4428, ever_a_nnz=19.5009, b_nnz=430.741, uni_search=6.49432, uni_subSolve=2.24207, uni_maintain_time=0.134372, bi_search=1.90431, bi_subSolve=2.50742, bi_maintain_time=0.629352, admm_maintain=1.89658, area4=1.26014, infea=525.193, d_obj=-895.948, overall time=2825.51
i=225, a_nnz=14.458, ever_a_nnz=19.5264, b_nnz=432.467, uni_search=4.45507, uni_subSolve=1.61626, uni_maintain_time=0.107075, bi_search=1.4919, bi_subSolve=1.87879, bi_maintain_time=0.472656, admm_maintain=1.89354, area4=1.28635, infea=528.861, d_obj=-918.995, overall time=2839.08
i=226, a_nnz=14.4698, ever_a_nnz=19.5488, b_nnz=433.966, uni_search=5.71368, uni_subSolve=2.09724, uni_maintain_time=0.127541, bi_search=2.74948, bi_subSolve=3.44043, bi_maintain_time=0.90426, admm_maintain=3.45449, area4=1.28625, infea=521.021, d_obj=-965.208, overall time=2860.34
i=227, a_nnz=14.4809, ever_a_nnz=19.5719, b_nnz=435.501, uni_search=6.8492, uni_subSolve=2.63529, uni_maintain_time=0.151409, bi_search=2.44497, bi_subSolve=3.12644, bi_maintain_time=0.808656, admm_maintain=3.15627, area4=1.27943, infea=513.107, d_obj=-1054.35, overall time=2882.25
i=228, a_nnz=14.493, ever_a_nnz=19.5963, b_nnz=437.204, uni_search=4.74593, uni_subSolve=1.72001, uni_maintain_time=0.113317, bi_search=1.65886, bi_subSolve=2.15756, bi_maintain_time=0.560447, admm_maintain=2.38148, area4=1.29834, infea=516.281, d_obj=-1099.42, overall time=2897.61
i=229, a_nnz=14.5055, ever_a_nnz=19.6215, b_nnz=438.887, uni_search=4.71447, uni_subSolve=1.74278, uni_maintain_time=0.115343, bi_search=1.58676, bi_subSolve=1.93114, bi_maintain_time=0.502395, admm_maintain=2.25362, area4=1.28865, infea=517.605, d_obj=-1159.46, overall time=2912.48
i=230, a_nnz=14.5173, ever_a_nnz=19.6461, b_nnz=440.587, uni_search=4.5978, uni_subSolve=1.73457, uni_maintain_time=0.115879, bi_search=1.5695, bi_subSolve=1.89077, bi_maintain_time=0.49443, admm_maintain=2.02359, area4=1.28826, infea=525.169, d_obj=-1216.48, overall time=2926.59
i=231, a_nnz=14.5292, ever_a_nnz=19.6697, b_nnz=442.217, uni_search=4.69309, uni_subSolve=1.9056, uni_maintain_time=0.129909, bi_search=1.95106, bi_subSolve=2.27274, bi_maintain_time=0.613317, admm_maintain=2.3583, area4=1.30583, infea=519.31, d_obj=-1256.28, overall time=2942.44
i=232, a_nnz=14.5471, ever_a_nnz=19.6954, b_nnz=444.049, uni_search=4.91922, uni_subSolve=2.05223, uni_maintain_time=0.141368, bi_search=1.9385, bi_subSolve=2.24154, bi_maintain_time=0.597398, admm_maintain=2.39696, area4=1.31553, infea=524.767, d_obj=-1282.84, overall time=2958.67
i=233, a_nnz=14.5583, ever_a_nnz=19.7178, b_nnz=445.618, uni_search=5.0385, uni_subSolve=2.06279, uni_maintain_time=0.138693, bi_search=1.85392, bi_subSolve=2.16101, bi_maintain_time=0.589872, admm_maintain=2.37038, area4=1.29748, infea=518.976, d_obj=-1331.95, overall time=2974.93
i=234, a_nnz=14.5691, ever_a_nnz=19.7406, b_nnz=447.197, uni_search=6.35053, uni_subSolve=2.48333, uni_maintain_time=0.151703, bi_search=2.71917, bi_subSolve=3.3703, bi_maintain_time=0.864794, admm_maintain=3.48069, area4=1.30026, infea=524.42, d_obj=-1393.71, overall time=2997.3
i=235, a_nnz=14.5814, ever_a_nnz=19.7642, b_nnz=448.836, uni_search=7.39017, uni_subSolve=2.79463, uni_maintain_time=0.161945, bi_search=2.76816, bi_subSolve=3.43243, bi_maintain_time=0.888364, admm_maintain=3.52891, area4=1.30737, infea=519.917, d_obj=-1426.87, overall time=3020.39
i=236, a_nnz=14.5973, ever_a_nnz=19.7892, b_nnz=450.54, uni_search=4.94866, uni_subSolve=2.07749, uni_maintain_time=0.140786, bi_search=2.8321, bi_subSolve=3.53325, bi_maintain_time=0.950297, admm_maintain=3.6939, area4=1.30602, infea=516.653, d_obj=-1474.28, overall time=3041.28
i=237, a_nnz=14.6081, ever_a_nnz=19.8126, b_nnz=452.123, uni_search=7.2845, uni_subSolve=2.73296, uni_maintain_time=0.155567, bi_search=2.10677, bi_subSolve=2.48688, bi_maintain_time=0.688083, admm_maintain=3.76016, area4=1.3137, infea=516.021, d_obj=-1505.65, overall time=3063.6
i=238, a_nnz=14.6262, ever_a_nnz=19.837, b_nnz=453.85, uni_search=7.80692, uni_subSolve=2.93971, uni_maintain_time=0.166638, bi_search=2.92951, bi_subSolve=3.65743, bi_maintain_time=0.975002, admm_maintain=3.76741, area4=1.29719, infea=518.196, d_obj=-1529.39, overall time=3088.96
i=239, a_nnz=14.6372, ever_a_nnz=19.8618, b_nnz=455.554, uni_search=7.75819, uni_subSolve=2.92643, uni_maintain_time=0.165046, bi_search=2.89272, bi_subSolve=3.62643, bi_maintain_time=0.967391, admm_maintain=3.74248, area4=1.30535, infea=518.263, d_obj=-1551.77, overall time=3114.19
i=240, a_nnz=14.6524, ever_a_nnz=19.8838, b_nnz=457.159, uni_search=7.78462, uni_subSolve=2.93892, uni_maintain_time=0.16571, bi_search=2.98792, bi_subSolve=3.69739, bi_maintain_time=0.977281, admm_maintain=3.82849, area4=1.32503, infea=516.407, d_obj=-1594.06, overall time=3139.77
i=241, a_nnz=14.6655, ever_a_nnz=19.9087, b_nnz=458.898, uni_search=7.81753, uni_subSolve=2.94465, uni_maintain_time=0.167227, bi_search=3.06243, bi_subSolve=3.79409, bi_maintain_time=0.989078, admm_maintain=3.92084, area4=1.29604, infea=517.942, d_obj=-1656.31, overall time=3165.73
i=242, a_nnz=14.6751, ever_a_nnz=19.9321, b_nnz=460.54, uni_search=7.79701, uni_subSolve=2.8941, uni_maintain_time=0.158116, bi_search=2.78042, bi_subSolve=3.51427, bi_maintain_time=0.934621, admm_maintain=3.50337, area4=1.30266, infea=519.359, d_obj=-1691.86, overall time=3190.34
i=243, a_nnz=14.6878, ever_a_nnz=19.9564, b_nnz=462.268, uni_search=7.4719, uni_subSolve=2.75428, uni_maintain_time=0.155112, bi_search=2.7576, bi_subSolve=3.50691, bi_maintain_time=0.942649, admm_maintain=3.54175, area4=1.28894, infea=520.934, d_obj=-1745.02, overall time=3214.52
i=244, a_nnz=14.6975, ever_a_nnz=19.9803, b_nnz=463.976, uni_search=7.50068, uni_subSolve=2.77776, uni_maintain_time=0.155408, bi_search=2.75918, bi_subSolve=3.51997, bi_maintain_time=0.948204, admm_maintain=3.56741, area4=1.31169, infea=519.466, d_obj=-1759.69, overall time=3238.76
i=245, a_nnz=14.7099, ever_a_nnz=20.0031, b_nnz=465.586, uni_search=7.46857, uni_subSolve=2.76938, uni_maintain_time=0.154136, bi_search=2.73411, bi_subSolve=3.47505, bi_maintain_time=0.928947, admm_maintain=3.58945, area4=1.32945, infea=521.072, d_obj=-1813.81, overall time=3262.88
i=246, a_nnz=14.7183, ever_a_nnz=20.0262, b_nnz=467.266, uni_search=7.51152, uni_subSolve=2.76971, uni_maintain_time=0.153971, bi_search=2.7417, bi_subSolve=3.48858, bi_maintain_time=0.943624, admm_maintain=3.58733, area4=1.31658, infea=517.862, d_obj=-1858.34, overall time=3287.11
i=247, a_nnz=14.7314, ever_a_nnz=20.0496, b_nnz=468.913, uni_search=7.43707, uni_subSolve=2.7416, uni_maintain_time=0.153886, bi_search=2.80112, bi_subSolve=3.54416, bi_maintain_time=0.94978, admm_maintain=3.56176, area4=1.31754, infea=515.862, d_obj=-1863.72, overall time=3311.3
i=248, a_nnz=14.7448, ever_a_nnz=20.0739, b_nnz=470.607, uni_search=7.51131, uni_subSolve=2.79406, uni_maintain_time=0.155396, bi_search=2.83562, bi_subSolve=3.57522, bi_maintain_time=0.976152, admm_maintain=3.70013, area4=1.32772, infea=520.29, d_obj=-1864.46, overall time=3335.86
i=249, a_nnz=14.7588, ever_a_nnz=20.0953, b_nnz=472.123, uni_search=7.42751, uni_subSolve=2.74272, uni_maintain_time=0.15065, bi_search=2.28033, bi_subSolve=3.00376, bi_maintain_time=0.853287, admm_maintain=3.43868, area4=1.34375, infea=510.302, d_obj=-1893.87, overall time=3358.07
i=250, a_nnz=14.77, ever_a_nnz=20.1168, b_nnz=473.744, uni_search=6.86171, uni_subSolve=2.56853, uni_maintain_time=0.150144, bi_search=2.12793, bi_subSolve=2.51717, bi_maintain_time=0.686926, admm_maintain=3.8217, area4=1.31246, infea=516.796, d_obj=-1958.99, overall time=3379.92
i=251, a_nnz=14.7817, ever_a_nnz=20.141, b_nnz=475.51, uni_search=7.09118, uni_subSolve=2.77376, uni_maintain_time=0.152526, bi_search=2.90739, bi_subSolve=3.41346, bi_maintain_time=0.884813, admm_maintain=3.61266, area4=1.31505, infea=517.82, d_obj=-2011.3, overall time=3403.67
i=252, a_nnz=14.792, ever_a_nnz=20.1618, b_nnz=477.063, uni_search=7.1162, uni_subSolve=2.84113, uni_maintain_time=0.15948, bi_search=2.89608, bi_subSolve=3.41871, bi_maintain_time=0.885776, admm_maintain=3.49845, area4=1.31956, infea=519.309, d_obj=-2073.97, overall time=3427.24
